Машины марк;Үнэ;Моторын багтаамж;Хурдны хайрцаг;Хүрд;Төрөл;Өнгө;Үйлдвэрлэсэн он;Орж ирсэн он;Хөдөлгүүр;Дотор өнгө;Лизинг;Хаяг;Хөтлөгч;Явсан;Нөхцөл;Хаалга
Toyota Land Cruiser Prado, 2018/2018;135 сая ₮;2.9 л;Автомат;Зөв;Жийп;Сувдан цагаан;2018;2018;Дизель;Цагаан шар;Лизинггүй;nan;Бүх дугуй 4WD;56000 км.;Дугаар авсан;5
Toyota Harrier, 2006/2016;28 сая ₮;2.4 л;Автомат;Буруу;Жийп;Хар;2006;2016;Бензин;Хар;Лизинггүй;ulaanbatar;Урдаа FWD;203000 км.;Дугаар авсан;5
Toyota Prius 30, 2013/2023;24.5 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Цайвар цэнхэр;2013;2023;Хайбрид;Хар;ББСБ лизингтэй;Metro mall;Урдаа FWD;67000 км.;Дугаар авсан;5
Toyota Camry, 2013/2022;32 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2013;2022;Хайбрид;Хар;Лизинггүй;Баянзүрх дүүрэг;Урдаа FWD;150935 км.;Дугаар авсан;5
Toyota Crown, 2008/2014;12 сая ₮;2.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2008;2014;Бензин;Шаргал;Лизинггүй;ub;Хойноо RWD;169000 км.;Дугаар авсан;4
Audi Q7, 2013/2021;72 сая ₮;3.0 л;Автомат;Зөв;Жийп;Цэнхэр;2013;2021;Бензин;Хар;Лизинггүй;narnii horoolol;Бүх дугуй 4WD;182 км.;Дугаар авсан;5
Toyota Land Cruiser 200, 2017/2017;160 сая ₮;4.0 л;Автомат;Зөв;Жийп;Хөх;2017;2017;Бензин;Шаргал;Лизинггүй;зайсан;Бүх дугуй 4WD;72775 км.;Дугаар авсан;5
Toyota Land Cruiser 105, 2006/2006;55 сая ₮;4.5 л;Механик;Зөв;Жийп;Хар;2006;2006;Бензин;Хар;Лизинггүй;UB;Бүх дугуй 4WD;264553 км.;Дугаар авсан;4
Nissan Serena, 2020/2023;80 сая ₮;2.0 л;Автомат;Буруу;Гэр бүлийн;Саарал;2020;2023;Хайбрид;Шаргал;Лизинггүй;БЗД;Бүх дугуй 4WD;35000 км.;Дугаар аваагүй;5
Toyota Hilux, 2008/2021;47 сая ₮;2.7 л;Автомат;Буруу;Жийп;Хар;2008;2021;Бензин;Хар;Лизинггүй;UB ChD;Бүх дугуй 4WD;255000 км.;Дугаар авсан;5
Subaru Impreza, 2008/2018;7 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2008;2018;Бензин;Саарал;Лизинггүй;БЗД;Бүх дугуй 4WD;130000 км.;Дугаар авсан;4
Toyota Prius 30, 2011/2021;19.5 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2011;2021;Хайбрид;Саарал;ББСБ лизингтэй;Чингэлтэй, 4р хороо, Хүнсний 1;Урдаа FWD;200000 км.;Дугаар авсан;5
Lexus RX, 2014/2023;75 сая ₮;3.5 л;Автомат;Буруу;Жийп;Хүрэн;2014;2023;Хайбрид;Цагаан шар;Лизинггүй;Нарны хороолол;Урдаа FWD;65000 км.;Дугаар авсан;5
Mercedes-Benz E-Class, 2015/2023;68 сая ₮;3.5 л;Автомат;Зөв;Суудлын тэрэг;Бусад;2015;2023;Бензин;Бусад;ББСБ лизингтэй;bgd 20r khoroo kharkhorin khoroolol;Бүх дугуй 4WD;187742 км.;Дугаар аваагүй;5
Toyota Prius 30, 2010/2019;16.5 сая ₮;1.7 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2010;2019;Хайбрид;Хар;Лизинггүй;бзд;Урдаа FWD;200 км.;Дугаар авсан;5
Toyota Prius 30, 2012/2021;19.8 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хар;2012;2021;Хайбрид;Хар;Лизинггүй;BZD;Урдаа FWD;160000 км.;Дугаар авсан;5
Lexus HS, 2010/2021;27.5 сая ₮;2.0 л;Автомат;Буруу;Суудлын тэрэг;Хар;2010;2021;Хайбрид;Хар;ББСБ лизингтэй;ХУД, Зайсан;Урдаа FWD;96000 км.;Дугаар авсан;4
Subaru WRX, 2015/2020;35 сая ₮;2.0 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2015;2020;Бензин;Саарал;ББСБ лизингтэй;jukow;Бүх дугуй 4WD;200000 км.;Дугаар авсан;4
Toyota Prius 30, 2011/2022;19.5 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хөх;2011;2022;Бензин;Саарал;Лизинггүй;СХД;Урдаа FWD;206294 км.;Дугаар авсан;5
SsangYong Rexton, 2018/2023;109.5 сая ₮;2.2 л;Автомат;Зөв;Жийп;Хар;2018;2023;Дизель;Хар;Хувь лизингтэй;khud;Бүх дугуй 4WD;75000 км.;Дугаар авсан;5
Lexus RX, 2012/2022;65 сая ₮;3.5 л;Автомат;Буруу;Суудлын тэрэг;Хар;2012;2022;Бензин;Хар;Лизинггүй;Бгд;Бүх дугуй 4WD;1000 км.;Дугаар авсан;5
Toyota Sienta, 2018/2023;25 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2018;2023;Бензин;Хар;Лизинггүй;Баянзүрх дүүрэг 16 хороо;Урдаа FWD;1000000 км.;Дугаар авсан;5
Toyota Probox, 2009/2011;12.5 сая ₮;1.5 л;Механик;Буруу;Суудлын тэрэг;Цагаан;2009;2011;Бензин;Цагаан шар;Лизинггүй;BGD 20 r horoo;Урдаа FWD;150000 км.;Дугаар авсан;5
Toyota Kluger, 2001/2012;15 сая ₮;2.4 л;Автомат;Буруу;Жийп;Сувдан цагаан;2001;2012;Бензин;Саарал;Лизинггүй;БЗД;Бүх дугуй 4WD;270000 км.;Дугаар авсан;5
Mercedes-Benz G-Class, 2019/2020;488 сая ₮;0.4 л;Автомат;Зөв;Жийп;Цэнхэр;2019;2020;Бензин;Шаргал;Лизинггүй;HUD;Бүх дугуй 4WD;30000 км.;Дугаар авсан;5
Toyota Prius 10, 11, 1998/2011;3.3 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;1998;2011;Хайбрид;Саарал;Лизинггүй;17-р сургууль;Урдаа FWD;1000000 км.;Дугаар авсан;4
Toyota Prius 30, 2011/2022;21.5 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хар саарал;2011;2022;Хайбрид;Саарал;ББСБ лизингтэй;Сүхбаатар дүүрэг, 1-р хороо;Урдаа FWD;170000 км.;Дугаар авсан;5
Subaru Outback, 2014/2022;35 сая ₮;2.5 л;Автомат;Буруу;Суудлын тэрэг;Цэнхэр;2014;2022;Бензин;Хар;Лизинггүй;улаанбаатар;Бүх дугуй 4WD;200000 км.;Дугаар авсан;5
Kia Cadenza/K7, 2019/2023;58 сая ₮;3.0 л;Автомат;Зөв;Суудлын тэрэг;Цагаан;2019;2023;Газ;Хар;Банкны лизингтэй;Sansar;Урдаа FWD;61300 км.;Дугаар аваагүй;4
Toyota Prius 40, 41, 2014/2023;33 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хар;2014;2023;Бензин;Хар;Лизинггүй;Baynzurkh 6r khoroo 21r surguuliin zuun tald;Урдаа FWD;300000 км.;Дугаар авсан;5
Jeep Wrangler, 2011/2011;65 сая ₮;3.8 л;Автомат;Зөв;Жийп;Хар;2011;2011;Бензин;Хар;Лизинггүй;УБ, ХУД;Бүх дугуй 4WD;160000 км.;Дугаар авсан;5
Nissan Wingroad, 2000/2010;1.5 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2000;2010;Бензин;Саарал;Лизинггүй;Налайх;Урдаа FWD;200000 км.;Дугаар авсан;4
Toyota Highlander, 2008/2013;32 сая ₮;3.5 л;Автомат;Зөв;Жийп;Цагаан;2008;2013;Бензин;Шаргал;Лизинггүй;Sansar;Бүх дугуй 4WD;230000 км.;Дугаар авсан;5
Toyota Premio, 2006/2014;11.5 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2006;2014;Бензин;Шаргал;Лизинггүй;Ulaanbaatar;Урдаа FWD;200000 км.;Дугаар авсан;4
Toyota Land Cruiser Prado, 2007/2017;42 сая ₮;2.7 л;Автомат;Буруу;Жийп;Цагаан;2007;2017;Бензин;Саарал;Лизинггүй;Улаанбаатар,БЗД 26-р хороо;Бүх дугуй 4WD;220000 км.;Дугаар авсан;5
Lexus LX, 2006/2011;59 сая ₮;4.7 л;Автомат;Зөв;Жийп;Хар;2006;2011;Бензин;Шаргал;Лизинггүй;19;Бүх дугуй 4WD;110 км.;Дугаар авсан;5
Toyota Prius 10, 11, 2001/2015;5.5 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2001;2015;Бензин;Саарал;Лизинггүй;nan;Урдаа FWD;3 км.;Дугаар авсан;4
Subaru Forester, 2013/2022;32 сая ₮;2.0 л;Автомат;Буруу;Жийп;Хөх;2013;2022;Бензин;Хар;Лизинггүй;BZD;Бүх дугуй 4WD;120185 км.;Дугаар авсан;5
Toyota Prius 30, 2012/2023;27 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2012;2023;Хайбрид;Хар;Лизинггүй;БГД 20хр өнөр хотхон;Урдаа FWD;1200000 км.;Дугаар авсан;4
Toyota Prius 40, 41, 2013/2023;30 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хар саарал;2013;2023;Хайбрид;Бусад;Лизинггүй;Dragon;Урдаа FWD;147 км.;Дугаар авсан;5
Toyota Prius 40, 41, 2011/2023;30.5 сая ₮;1.8 л;Автомат;Буруу;Гэр бүлийн;Хар;2011;2023;Хайбрид;Саарал;ББСБ лизингтэй;nan;Урдаа FWD;140000 км.;Дугаар аваагүй;5
Toyota Prius 20, 2005/2012;8.5 сая ₮;2.0 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2005;2012;Бензин;Хар;Лизинггүй;Tengis kino teatr;Урдаа FWD;2500000 км.;Дугаар авсан;4
Toyota Prius 40, 41, 2012/2023;32.5 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хар саарал;2012;2023;Хайбрид;Хар;ББСБ лизингтэй;Баянгол;Урдаа FWD;180000 км.;Дугаар аваагүй;5
Subaru Forester, 2014/2023;38 сая ₮;2.0 л;Автомат;Буруу;Гэр бүлийн;Ногоон;2014;2023;Хайбрид;Цагаан шар;ББСБ лизингтэй;22 auto hudaldaa;Бүх дугуй 4WD;140000 км.;Дугаар аваагүй;5
Mercedes-Benz SLK-Class, 2015/2023;55.5 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хар;2015;2023;Бензин;Хар;Банкны лизингтэй;Urbanik office;Хойноо RWD;108000 км.;Дугаар аваагүй;2
MINI Cooper, 2013/2019;27 сая ₮;1.6 л;Автомат;Буруу;Суудлын тэрэг;Бор;2013;2019;Бензин;Шаргал;Лизинггүй;БЗД;Урдаа FWD;131000 км.;Дугаар авсан;5
Lexus RX, 2014/2022;79 сая ₮;3.5 л;Автомат;Зөв;Жийп;Шар;2014;2022;Бензин;Цагаан шар;Банкны лизингтэй;Khan-Uul;Бүх дугуй 4WD;140000 км.;Дугаар авсан;5
Nissan Caravan, 1996/2010;5 сая ₮;2.8 л;Механик;Буруу;Гэр бүлийн;Цагаан;1996;2010;Дизель;Бор;Лизинггүй;ХУД;Бүх дугуй 4WD;200000 км.;Дугаар авсан;4
Lexus RX, 2010/2023;60 сая ₮;3.5 л;Автомат;Буруу;Жийп;Саарал;2010;2023;Хайбрид;Хар;Лизинггүй;1 horoolol;Бүх дугуй 4WD;83000 км.;Дугаар авсан;5
Jeep Бусад, 2014/2021;24 сая ₮;2.0 л;Автомат;Буруу;Жийп;Хөх;2014;2021;Бензин;Хар;Лизинггүй;BZ duureg 6 horoo;Урдаа FWD;78000 км.;Дугаар авсан;4
Lexus HS, 2013/2018;33 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Бор;2013;2018;Хайбрид;Хар;Лизинггүй;UB HUD;Урдаа FWD;148 км.;Дугаар авсан;4
Hyundai Sonata, 2012/2020;9.5 сая ₮;1.9 л;Автомат;Зөв;Суудлын тэрэг;Хар;2012;2020;Газ;Хар;Хувь лизингтэй;UB;Урдаа FWD;1 км.;Дугаар авсан;4
Toyota Alphard, 2007/2021;20 сая ₮;2.4 л;Автомат;Буруу;Гэр бүлийн;Цагаан;2007;2021;Бензин;Цагаан шар;Лизинггүй;bayangol;Урдаа FWD;186000 км.;Дугаар авсан;4
Toyota Hilux, 2003/2012;31 сая ₮;3.4 л;Автомат;Буруу;Жийп;Цагаан;2003;2012;Бензин;Саарал;Лизинггүй;Улаанбаатар;Бүх дугуй 4WD;0 км.;Дугаар авсан;5
Toyota Land Cruiser 200, 2018/2018;180 сая ₮;4.0 л;Автомат;Зөв;Жийп;Хүрэн;2018;2018;Бензин;Шаргал;Лизинггүй;Ulaanbaatar Khan uul;Бүх дугуй 4WD;111000 км.;Дугаар авсан;5
Toyota Tundra, 2002/2021;35 сая ₮;4.7 л;Автомат;Зөв;Жийп;Хар;2002;2021;Бензин;Шаргал;ББСБ лизингтэй;10р хороолол;Бүх дугуй 4WD;132400 км.;Дугаар авсан;4
Toyota Prius 40, 41, 2013/2020;23 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Цэнхэр;2013;2020;Бензин;Саарал;Лизинггүй;nan;Урдаа FWD;155000 км.;Дугаар авсан;5
Subaru Forester, 2008/2018;18 сая ₮;2.0 л;Автомат;Буруу;Суудлын тэрэг;Хар;2008;2018;Бензин;Хар;Лизинггүй;Уб;Урдаа FWD;170000 км.;Дугаар авсан;4
Nissan X-Trail, 2015/2022;37 сая ₮;2.0 л;Автомат;Буруу;Жийп;Цагаан;2015;2022;Хайбрид;Хар;Банкны лизингтэй;3,4р хороолол;Бүх дугуй 4WD;200000 км.;Дугаар авсан;5
Toyota Sai, 2010/2018;18.5 сая ₮;2.0 л;Автомат;Буруу;Суудлын тэрэг;Хүрэн;2010;2018;Бензин;Бор;ББСБ лизингтэй;БЗД;Урдаа FWD;159000 км.;Дугаар авсан;5
Toyota Crown, 2013/2023;46 сая ₮;2.5 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2013;2023;Бензин;Хар;Лизинггүй;sansar;Хойноо RWD;170000 км.;Дугаар авсан;5
Subaru Forester, 2004/2013;5.6 сая ₮;2.0 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2004;2013;Бензин;Хар;Лизинггүй;ulaanbaatar;Бүх дугуй 4WD;268 км.;Дугаар авсан;5
Lexus HS, 2013/2023;43 сая ₮;2.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2013;2023;Хайбрид;Саарал;Лизинггүй;Han uul duureg Yarmag Hunnu Villa;Урдаа FWD;27 км.;Шинэ;5
Toyota Camry, 2008/2017;15 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Бусад;2008;2017;Бензин;Цагаан шар;Лизинггүй;CXD 21 horoolold ochir2 hothon;Урдаа FWD;170000 км.;Дугаар авсан;4
Toyota Harrier, 2014/2023;75 сая ₮;2.5 л;Автомат;Буруу;Жийп;Цагаан;2014;2023;Хайбрид;Бусад;ББСБ лизингтэй;da hvree;Бүх дугуй 4WD;170000 км.;Дугаар аваагүй;5
Mercedes-Benz GLA-Class, 2019/2023;220 сая ₮;3.5 л;Автомат;Зөв;Жийп;Хар;2019;2023;Бензин;Хар;ББСБ лизингтэй;ub;Бүх дугуй 4WD;11111 км.;Дугаар авсан;5
Lexus RX, 2013/2023;73.5 сая ₮;3.5 л;Автомат;Буруу;Жийп;Хар;2013;2023;Хайбрид;Хар;Банкны лизингтэй;nan;Бүх дугуй 4WD;18000 км.;Шинэ;5
Toyota Prius 40, 41, 2013/2019;22.5 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2013;2019;Бензин;Цагаан шар;Лизинггүй;Улаанбаатар;Урдаа FWD;200000 км.;Дугаар авсан;5
Lexus RX, 2011/2021;52 сая ₮;3.5 л;Автомат;Буруу;Жийп;Хөх;2011;2021;Хайбрид;Бусад;Лизинггүй;БЗД;Урдаа FWD;150000 км.;Дугаар авсан;4
Toyota Camry, 2007/2014;12 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Цэнхэр;2007;2014;Бензин;Цагаан шар;Лизинггүй;улаанбаатар;Урдаа FWD;196000 км.;Дугаар авсан;4
Subaru Legacy, 2014/2023;29.5 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2014;2023;Бензин;Хар;ББСБ лизингтэй;da hүree;Бүх дугуй 4WD;212000 км.;Дугаар аваагүй;5
Toyota Premio, 2014/2020;25 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2014;2020;Бензин;Саарал;Лизинггүй;улаанбаатар;Бүх дугуй 4WD;91000 км.;Дугаар авсан;4
Toyota Harrier, 2011/2020;27 сая ₮;2.4 л;Автомат;Буруу;Жийп;Саарал;2011;2020;Бензин;Бусад;Банкны лизингтэй;Улаанбаатар;Урдаа FWD;127000 км.;Дугаар авсан;5
Toyota Prius 40, 41, 2012/2023;32.5 сая ₮;1.7 л;Автомат;Буруу;Гэр бүлийн;Сувдан цагаан;2012;2023;Хайбрид;Саарал;ББСБ лизингтэй;1-р хорооллын арын зам дагуу;Урдаа FWD;200000 км.;Дугаар аваагүй;5
Subaru Outback, 2011/2021;21 сая ₮;2.5 л;Автомат;Буруу;Суудлын тэрэг;Хүрэн;2011;2021;Бензин;Хар;Лизинггүй;Улаанбаатар;Бүх дугуй 4WD;147000 км.;Дугаар авсан;5
Lexus GS, 2008/2018;15 сая ₮;3.5 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2008;2018;Хайбрид;Цагаан шар;Лизинггүй;han-uul 19;Хойноо RWD;200000 км.;Дугаар авсан;4
